MOF Identifier v1 (SMILES + Metadata),Largest Cavity Diameter (Ã…),Pore Limiting Diameter (Ã…),Largest Free Path Diameter (Ã…),Crystal Density (g/cm3),Pore Volume (A3),Void Fraction,Pore Volume (cm3/g),Metal Types,Heat Capacity at 300 K (J/g/K),Heat Capacity Std. Dev. at 300 K (J/g/K),Heat Capacity at 350 K (J/g/K),Heat Capacity Std. Dev. at 350 K (J/g/K),Heat Capacity at 400 K (J/g/K),Heat Capacity Std. Dev. at 400 K (J/g/K),Heat Capacity Temperature Coefficient (J/g/K/K),Heat Capacity Intercept (J/g/K),Number of Atoms,Thermal Stability (â„ƒ),Solvent Stability,Water Stability,KH Classes
[Cu].[N][N][N].n1ccc(cc1)C1=NN=N[N]1.n1ccc(cc1)C1=N[N]N=N1,5.94852,4.82606,5.79039,0.950428,1938.91,0.6458,0.679483,Cu,0.817523721,0.022634949,0.891935588,0.037738032,0.940923666,0.048487577,0.001233999,0.451561186,138,270.7,0.115275085,0.5,weak
NNC(=O)NN=C(c1ccncc1)C.[Zn],5.08449,3.85921,5.08449,0.882708,2111.93,0.6212,0.703744,Zn,0.981391823,0.063613489,1.080863827,0.115617606,1.127341278,0.111070513,0.001459495,0.552375877,204,318.7,0.27547008,0.46,weak
CC(=O)N(C)C.[Cd].[O-]C(=O)c1c(C)c(C)c(c(c1C)C)B(c1c(C)c(C)c(c(c1C)C)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)C(=O)[O-],7.60747,3.9467,7.60747,0.921866,3436.54,0.5998,0.650637,Cd,0.996332543,0.067921688,1.039278654,0.130212379,1.095176473,0.123624759,0.000988439,0.697642135,370,344.1,0.96877396,0.69,unknown
Cc1cc(C)c(c(c1C)B(c1c(C)c(C)c(c(c1C)C)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)C(=O)[O-])C.[Zn],7.15079,6.5153,7.14534,0.88298,14221.1,0.5608,0.635122,Zn,1.104282736,0.081123397,1.151814359,0.153699324,1.216868272,0.145225328,0.001125855,0.76360575,1800,484.3,0.83837235,0.66,weak
O=C(N1CCCC1C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],6.89711,4.73934,6.89711,1.13021,2750.14,0.5856,0.518133,Cu,0.84912827,0.021525144,0.933327914,0.03825092,0.992852678,0.046121944,0.001437244,0.422067527,268,286.5,0.37782598,0.305,weak
[Co].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],5.48015,4.51833,5.47397,1.32509,2107.96,0.484,0.365257,Co,0.863663801,0.018514878,0.971235829,0.043913719,1.03056967,0.045849994,0.001669059,0.370985889,286,335.8,0.94545555,0.688,weak
[Co].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],4.62095,2.70825,4.57922,1.4088,1963.55,0.4636,0.329074,Co,0.846448119,0.018811407,0.955366788,0.042240507,1.006893751,0.046783864,0.001604456,0.374676509,288,372.8,0.89984745,0.583076923,weak
[Mn].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],4.55831,2.84168,4.54106,1.38601,1996,0.4678,0.337515,Mn,0.855733022,0.018617303,0.964995455,0.042347376,1.015539963,0.048015657,0.001598069,0.386098521,288,414.2,0.93820095,0.613076923,weak
[Ce].[Co].[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-],7.40912,5.15618,5.96846,1.03321,3650.02,0.6134,0.593682,"Ce,Co",0.808578897,0.016843779,0.905515306,0.023978678,0.982697911,0.0322659,0.00174119,0.289514158,296,360.1,0.8639102,0.9205,none
[Co].[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-].[Pr],7.305,5.12042,5.93268,1.04456,3611.1,0.613,0.586849,"Pr,Co",0.798707943,0.020221071,0.890699127,0.034563613,0.956371019,0.045399076,0.001576631,0.330105261,296,359.9,0.8738825,0.9405,strong
[Co].c1ccc2-c(cc1)c(cc2c1ccncc1)c1ccncc1.n1ccc(cc1)c1ccncc1,5.78409,4.97221,5.78268,1.02464,1885.09,0.543,0.529945,Co,0.911494958,0.03485121,1.023978003,0.072945867,1.050146517,0.084506525,0.001386516,0.509926037,212,344,0.21749479,0.677381993,unknown
unknown,3.44816,2.66794,3.27841,2.12456,344.192,0.393,0.18498,Th,0.597265513,0.019554564,0.670940247,0.035334317,0.702329527,0.04179852,0.00105064,0.289121048,66,372.1,0.58049786,0.4,weak
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH].[V],6.89356,6.68644,6.89356,1.03024,1873.21,0.626,0.607627,V,0.850903775,0.029193996,0.929436329,0.0485244,1.006971513,0.061672908,0.001560677,0.382866791,152,384.2,0.45542032,0.39,weak
CC1=NC=C[N]1.CC1=N[CH]C=N1.[Zn],11.38092,3.3255,11.01119,0.933117,1574.17,0.6478,0.694232,Zn,0.9203064,0.025116755,1.019442359,0.023853242,1.157722544,0.02186693,0.002374161,0.201533932,138,247.1,0.9143095,0.971052632,weak
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,12.59507,5.60823,12.59507,0.755193,13414.4,0.7192,0.952339,Zr,0.815820067,0.008590029,0.921583393,0.008124333,1.027059604,0.00689091,0.002112395,0.182149307,696,397.1,0.234604,0.719,weak
[O-]C(=O)CCC(C(=O)[O-])NC(=O)N.[Zn].n1ccc(cc1)C=Cc1ccncc1,5.9439,5.18128,5.9327,1.3408,944.204,0.4374,0.326223,Zn,0.96583896,0.041925133,1.077063415,0.078738687,1.125074946,0.088263301,0.00159236,0.498666489,184,315.1,0.39082175,0.652327381,superstrong_high_loading
[Cu][OH]([Cu])[Cu].[O-]C(=O)c1ccc(cc1)n1cnnc1,6.49783,5.01262,6.49783,1.24166,2653.81,0.5166,0.416055,Cu,0.848576837,0.026667428,0.952050921,0.052919587,1.001337714,0.067199637,0.001527609,0.399325423,340,223.7,0.6022066,0.646688312,unknown
[Ga].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],7.194,7.0599,7.194,1.21033,1620.62,0.591,0.488296,Ga,0.77852157,0.021471056,0.876999616,0.037181082,0.917607196,0.041234573,0.001390856,0.370909768,144,375,0.55325526,0.837237762,weak
[Ga].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],7.09268,6.95959,7.09268,1.23553,783.039,0.583,0.471863,Ga,0.768252099,0.022863788,0.86677316,0.037921252,0.917347006,0.041510448,0.001490949,0.328958585,72,351.7,0.51252586,0.837237762,weak
[Ga].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],7.12457,6.98882,7.12457,1.23349,1578.89,0.5868,0.475722,Ga,0.771607266,0.023183065,0.870366485,0.03730301,0.917921723,0.041096535,0.001463145,0.34119789,144,374.9,0.55793273,0.837237762,weak
[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Sm].[Sm][Sm],6.85822,4.38655,6.85822,1.49163,896.001,0.5954,0.399162,Sm,0.575012114,0.006962844,0.627353571,0.012435208,0.666255286,0.012982389,0.000912432,0.303522552,64,389.3,0.6297331,0.5905,none
C[Si]1(CCc2cccnc2)O[Si](C)(CCc2cccnc2)O[Si](O[Si](O1)(C)CCc1cccnc1)(C)CCc1cccnc1.I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I,4.15822,3.45765,4.15822,1.63982,1436.24,0.4984,0.303936,"Cu,Si",0.639280912,0.031339905,0.712254262,0.054431601,0.761682246,0.035988112,0.001224013,0.276001136,192,unknown,unknown,unknown,weak
unknown,7.28288,5.80469,7.28288,1.16211,2080.08,0.4822,0.414934,Ni,0.888659069,0.037474245,0.999447317,0.069906801,1.063017001,0.085302727,0.001743579,0.373455034,306,446.4,0.19447112,0.69,weak
Brc1cc2[CH]N3O[B]4(ON5[Co]6783[O]3c2c(c1)[CH]N1[Co]29%103[O]7c3c([CH]5)cc(cc3[CH]N%10O[B](O1)(ON9[CH]c1c([O]82)c([CH]N6O4)cc(c1)Br)c1ccc(cc1)C(=O)[O-])Br)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],13.57581,11.0805,13.57581,0.64452,15012.8,0.783,1.21486,"Zn,Co",0.708410845,0.016300879,0.798348423,0.025562742,0.85927615,0.037239938,0.001508653,0.260649907,514,342.4,0.84316045,0.56,weak
[O-]C(=O)c1ccc(cc1)[B]12ON3C4=C(N5[Fe]6783N(O1)C1=C(N8O[B](ON7C3=C(N6O2)CCCC3)(O5)c2ccc(cc2)C(=O)[O-])CCCC1)CCCC4.[Zn][Zn],6.8367,5.86263,6.8367,1.0321,3039.5,0.5878,0.56952,"Zn,Fe",0.946823598,0.041080049,1.074260848,0.049511451,1.168725689,0.037633459,0.002219021,0.286612728,336,417.7,0.8232137,0.53,weak
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C1=CC=C2N([CH]1)CC([N]2)c1ccc(cc1)c1ccncc1.n1ccc(cc1)C1=CN2C(=NC(C2)c2ccc(cc2)c2ccncc2)C=C1,6.65423,4.59023,5.66296,1.10689,2185.2,0.5242,0.473581,Zn,0.91218953,0.036925193,1.019969084,0.068473857,1.073445592,0.078302732,0.001612561,0.437471853,282,338.7,0.76663744,0.480684524,unknown
[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[Ti],6.25402,4.56727,6.25402,0.748874,8866.72,0.7372,0.984411,Ti,0.818714728,0.021654371,0.91830347,0.028301641,1.01669463,0.019204004,0.001979799,0.224974618,400,311.3,0.72826016,0.35,weak
[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[Ti]O[Ti],4.20028,3.67349,4.15292,1.34829,307.114,0.4988,0.36995,Ti,0.853796589,0.010895271,0.955667701,0.010060014,1.019973266,0.011512112,0.001661767,0.361527483,35,284.6,0.7822499,0.4,superstrong_high_loading
[Ni].[O-]C(=O)C=CC=CC(=O)[O-].n1ccc(cc1)CCc1ccncc1,6.29164,5.43914,6.29164,1.11327,1167.33,0.5108,0.45883,Ni,0.968503976,0.043798649,1.064426852,0.081580805,1.11544719,0.099167963,0.001469432,0.535158093,164,242.5,0.9172615,0.805333333,superstrong_high_loading
[Ni].[O-]C(=O)C=CC=CC(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,6.66867,5.80296,6.66331,1.11832,1187.16,0.5246,0.469094,Ni,0.939803269,0.037613232,1.037701573,0.077425337,1.086724298,0.092172117,0.00146921,0.507186111,156,240.4,0.9300261,0.775333333,none
N#Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co],6.44904,4.58464,6.44544,0.957785,1625.65,0.63,0.657767,Co,0.823084459,0.01520723,0.919365338,0.027727451,0.952022962,0.032495485,0.001289385,0.446872823,108,363.8,0.6067549,0.53625,strong
unknown,6.67537,6.00149,6.67537,1.20577,1561.75,0.501,0.415503,Cd,0.8662879,0.033956407,0.968545068,0.052962534,1.038344575,0.064556866,0.001720567,0.355527485,218,335.7,0.043525457,0.78,weak
unknown,6.72757,5.14808,6.72156,1.23484,1520.99,0.4876,0.394869,Cd,0.877676536,0.036756788,0.987496766,0.054066981,1.066758268,0.061750668,0.001890817,0.315524461,230,331.7,0.052393556,0.76,weak
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[OH]12[Tb]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43,13.37735,6.88633,13.37735,0.804274,3909.63,0.7482,0.93028,Tb,0.663643275,0.029596461,0.720168416,0.051218692,0.773244014,0.058520394,0.001096007,0.335415982,178,495.2,0.36185917,0.56,weak
O=C(Nc1ccncc1)Nc1ccncc1.[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn],8.64683,5.89218,8.64683,1.11639,1709.42,0.5362,0.480298,Zn,0.919632374,0.034588529,1.056191786,0.054014596,1.107694644,0.075743951,0.001880623,0.369621656,216,355.7,0.9566499,0.437227535,weak
NC1=NN=N[N]1.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],12.12551,5.06332,12.12551,0.908716,12567.4,0.7088,0.780002,Zn,0.80464997,0.021633176,0.89324483,0.035376542,0.940244332,0.04780728,0.001355944,0.404799445,708,282,0.90906465,0.648709677,weak
[Co].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].c1ncn(c1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,8.43697,7.72021,8.43697,1.03874,5460.37,0.5158,0.496565,Co,0.953769374,0.04251029,1.089541216,0.067880641,1.154790669,0.085907351,0.002010213,0.36245922,736,384.9,0.21550623,0.95,weak
[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccncc1,15.13602,13.61044,15.13602,0.799776,2511.87,0.672,0.840235,Fe,0.874290474,0.034991814,0.982185747,0.048616343,1.044075608,0.064766775,0.001697851,0.37260264,162,285.6,0.9632541,0.41,weak
unknown,4.69826,2.59583,4.69808,2.03205,281.278,0.4204,0.206885,Gd,0.706044139,0.022278389,0.777918071,0.02370122,0.832217476,0.028200844,0.001261733,0.330453217,52,258.4,0.799649,0.58,superstrong_high_loading
[Cu].[Eu].[O-]C(=O)c1ccccc1C(=O)[O-].[O-]C(=O)c1ccncc1,4.65185,4.20696,4.63944,1.96567,622.504,0.392,0.199423,"Cu,Eu",0.656982631,0.019060266,0.720551462,0.038842777,0.761991665,0.042540139,0.00105009,0.345643638,122,429.9,0.2245008,0.45,none
[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,5.31297,5.06772,5.31297,1.24197,1009.49,0.4758,0.3831,Zn,0.890187925,0.038615112,0.989765291,0.073641799,1.047797745,0.084325545,0.001576098,0.424282617,156,395.5,0.94672894,0.755857143,weak
[Eu].[O-]C(=O)c1cc(cc(c1)c1ccc(c2c1cccc2)C(=O)[O-])C(=O)[O-],7.1887,5.05319,7.1887,1.33916,1296.27,0.5386,0.402191,Eu,0.702412239,0.019305486,0.784333642,0.041320302,0.823941531,0.049771421,0.001215293,0.344876613,140,519.7,0.22347954,0.867692308,none
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],15.02646,7.9821,15.02646,0.595037,3482.36,0.8104,1.36193,Zn,0.737196491,0.022327908,0.833649932,0.040523432,0.875022044,0.047871378,0.001378256,0.332900053,106,412.4,0.9251616,0.09,weak
unknown,8.14433,7.67619,8.14433,1.22499,11427.8,0.666,0.543679,Zn,0.512488923,0.018223309,0.557550579,0.0292701,0.61536902,0.036786862,0.001028801,0.201722498,648,388.7,0.113503546,0.3,weak
unknown,8.13471,7.32781,8.13207,1.23149,11323.1,0.6634,0.538698,Zn,0.513436223,0.017869384,0.558127775,0.029932445,0.615541684,0.036618724,0.001021055,0.204999449,648,389.2,0.11025795,0.3,weak
I[Zn]I.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,8.18232,7.42372,8.18078,1.23146,11449.6,0.6708,0.544718,Zn,0.513001227,0.018374046,0.556669178,0.02966872,0.613060005,0.03697701,0.001000588,0.210704415,648,388.4,0.11080772,0.3,weak
unknown,8.15804,7.53287,8.15804,1.22695,11399.2,0.6654,0.54232,Zn,0.514439019,0.018502643,0.557362974,0.029370224,0.61447172,0.036613577,0.001000327,0.211976785,648,389.7,0.111661255,0.3,weak
I[Zn]I.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,8.21788,7.67164,8.21788,1.21042,11495.8,0.662,0.546916,Zn,0.514342232,0.01796736,0.558120314,0.02951678,0.617122916,0.036273111,0.001027807,0.20346276,648,388,0.11167359,0.3,weak
unknown,8.41278,7.79779,8.41278,1.20596,11632.4,0.6674,0.553417,Zn,0.514452479,0.018442171,0.556523937,0.029485625,0.616606731,0.036506469,0.001021543,0.204987837,648,387.3,0.11156452,0.3,weak
I[Zn]I.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,8.32352,7.79985,8.25756,1.23467,11372.2,0.668,0.541036,Zn,0.513573183,0.017862743,0.558361568,0.028886595,0.615317068,0.036377207,0.001017439,0.206313674,648,388.3,0.11461455,0.3,weak
I[Zn]I.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,8.30777,7.62784,8.30777,1.22175,11526.9,0.67,0.548395,Zn,0.516241777,0.017883593,0.560979073,0.029126057,0.619005024,0.036784733,0.001027632,0.205737261,648,389,0.111435205,0.3,weak
unknown,5.35053,3.31385,5.35053,2.08225,1305.96,0.4224,0.202858,Cu,0.535654781,0.018071914,0.594963331,0.034456261,0.634671645,0.040080744,0.000990169,0.241870894,210,327.9,0.7137563,0.467692308,weak
unknown,5.25034,3.37072,5.25028,2.16703,3605.96,0.4046,0.186707,Cu,0.532001983,0.017678051,0.594731277,0.034311544,0.630597126,0.040510958,0.000985951,0.240693796,630,409.3,0.28679726,0.467692308,weak
[Co]1[Co][O]21[Co][O]1([Co]2)[Co][Co]1.[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccncc1,10.80481,4.78739,10.80481,0.92686,11598.8,0.6244,0.673672,Co,0.859023721,0.027752496,0.952303541,0.052889343,1.01009215,0.066176001,0.001510684,0.411733635,904,347.1,0.8218409,0.611052632,weak
unknown,11.65209,8.31078,11.65209,0.648009,4069.41,0.7692,1.18702,Zr,0.772723475,0.032796001,0.860917886,0.053307043,0.920761604,0.056629048,0.001480381,0.333334204,162,346.6,0.86906695,0.93,superstrong_high_loading
unknown,11.67541,9.42998,11.67541,0.626397,4984.61,0.7628,1.21776,Zr,0.809592282,0.035963022,0.88808997,0.05551816,0.960658974,0.06427885,0.001510667,0.357380319,210,376,0.90984595,0.89,none
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1C)c1c(C)c(cc(c1O)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])O.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]3[Zr]1389%10[O]%114[Zr]4%12%13%145[O]56[Zr]6%15%162([O]71[O]86[Zr]12[O]%10[Zr]6([O]3%114)[O]%13[Zr]([O]%125%15)([O]%161)[O]26)[O]9%14,10.60005,10.2764,10.60005,0.77024,4907.68,0.7266,0.943343,Zr,0.786745696,0.029428329,0.86201519,0.054933468,0.923721935,0.059822609,0.001369762,0.378077439,258,354.7,0.8829229,0.89,unknown
Cc1c(cc(c(c1c1c(C)c(cc(c1O)c1ccc(c2c1cccc2)C(=O)[O-])c1ccc(c2c1cccc2)C(=O)[O-])O)c1ccc(c2c1cccc2)C(=O)[O-])c1ccc(c2c1cccc2)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]3[Zr]1389%10[O]%114[Zr]4%12%13%145[O]56[Zr]6%15%162([O]71[O]86[Zr]12[O]%10[Zr]6([O]3%114)[O]%13[Zr]([O]%125%15)([O]%161)[O]26)[O]9%14,8.22493,6.38072,8.22493,0.907894,4344.57,0.6362,0.700743,Zr,0.820693502,0.030759838,0.902468591,0.054847626,0.977340117,0.066313395,0.001566466,0.351904252,330,381.1,0.95978165,0.93,none
CCCC1c2cc(C(CCC)c3cc(C(c4cc(C(c5cc1c([O])c(c5[O])[O])CCC)c([O])c(c4[O])[O])CCC)c(c(c3[O])[O])[O])c(c(c2[O])[O])[O].[Mg].[O]CCOCC[O],11.55243,4.53412,6.77889,0.97996,19714.9,0.5456,0.556757,Mg,1.028627458,0.04803598,1.192177999,0.079904934,1.292894644,0.063013643,0.002642672,0.246298214,2492,366.2,0.62769663,0.43,none
unknown,6.50418,5.8382,6.50418,1.13663,1949.38,0.5328,0.468752,"Cu,Si",0.894559027,0.035661848,1.022763152,0.052384815,1.071086348,0.069693601,0.001765273,0.378290553,240,unknown,unknown,unknown,superstrong_high_loading
[Cu].c1ncn(c1)c1ccc(cc1)n1cncc1,3.81204,3.00466,3.79657,1.37362,676.042,0.4466,0.325125,"Cu,Si",0.899887808,0.035331428,1.030200495,0.051906854,1.080217185,0.071989542,0.001803294,0.372282344,120,288.7,0.7408673,0.72,superstrong_high_loading
[Cu].c1ncn(c1)c1ccc(cc1)n1cncc1,3.72957,2.58697,3.1914,1.40902,623.642,0.4226,0.299925,"Cu,Si",0.900997578,0.034201173,1.03049797,0.051639296,1.084651884,0.07190343,0.001836543,0.362592407,120,unknown,unknown,unknown,superstrong_high_loading
[Fe].[O]NC(=O)c1cc(cc(c1)C(=O)N[O])c1cc(cc(c1)C(=O)N[O])C(=O)N[O],20.78792,8.92032,20.78792,0.450439,8368.84,0.8212,1.82311,Fe,0.86097834,0.029305222,0.971667772,0.041868981,1.048425068,0.056003483,0.001874467,0.30429351,236,217,0.89221704,0.35,none
[Fe].[O]NC(=O)c1cc(cc(c1)C(=O)N[O])c1cc(cc(c1)C(=O)N[O])C(=O)N[O],20.78081,8.90611,20.78081,0.449851,8402.23,0.8234,1.83038,Fe,0.861277959,0.02992687,0.968064368,0.041905639,1.047929291,0.054842174,0.001866513,0.305810878,236,217.5,0.891086,0.35,weak
[O-]C(=O)C(NC(=O)C1=CN=N[CH]1)C.[Zn],8.61383,5.8044,8.61383,1.01045,1595.18,0.6562,0.649411,Zn,0.854050651,0.022429678,0.954374603,0.034376365,1.030087559,0.033448915,0.001760369,0.330041759,126,333.9,0.81605166,0.693947773,weak
O=C([C]1C=NN=C1)NCC(=O)[O-].[O-]C(=O)CNC(=O)C1=C[N]N=C1.[Zn],8.61802,7.72596,8.61802,1.00528,1542.12,0.6692,0.665685,Zn,0.804662303,0.020397024,0.90333603,0.027085729,0.973073061,0.028554353,0.001684108,0.304252811,108,301.2,0.81094706,0.707281106,weak
[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1c(c2ccc(cc2)C(=O)O)c(c(n1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],6.68517,4.60955,6.64032,0.857596,4046.7,0.6608,0.770526,Cu,0.869757119,0.026528146,0.959214755,0.053591665,1.023379187,0.071241332,0.001536221,0.413106449,292,237.3,0.64940757,0.67,weak
unknown,7.36478,4.52324,7.35773,0.701661,4418.18,0.6842,0.975115,Cu,0.973221212,0.036835867,1.111091775,0.054253738,1.175563193,0.057673983,0.00202342,0.378428457,292,257.3,0.46456894,0.43,weak
unknown,3.84853,2.92223,3.84853,1.87426,216.028,0.392,0.209149,Y,0.820636243,0.020464257,0.907044767,0.022432314,0.974258834,0.025903205,0.001536226,0.362967549,44,346.1,0.79709846,0.4,superstrong_high_loading
unknown,3.81052,2.91249,3.81052,1.84929,221.627,0.3968,0.214569,Y,0.8217507,0.020584843,0.908133831,0.021881541,0.975488847,0.025398888,0.001537381,0.363707611,44,338.4,0.7981025,0.38,superstrong_high_loading
N1=C[C](C=N1)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)C1=C[N]N=C1)c1ccc(cc1)C1=C[N]N=C1.N1=C[C](C=N1)c1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccc(cc1)[C]1C=NN=C1)c1ccc(cc1)[C]1C=NN=C1.N1=C[C](C=N1)c1ccc(cc1)C1=[N]=C(N=C([N]1)c1ccc(cc1)C1=C[N]N=C1)c1ccc(cc1)C1=C[N]N=C1.N1=C[C](C=N1)c1ccc(cc1)C1=[N]=C(N=C([N]1)c1ccc(cc1)C1=C[N]N=C1)c1ccc(cc1)[C]1C=NN=C1.N1=C[C](C=N1)c1ccc(cc1)C1=[N]=C([N]C(=N1)c1ccc(cc1)C1=C[N]N=C1)c1ccc(cc1)C1=C[N]N=C1.[Ni],18.11345,5.03402,18.11345,0.676112,8357.34,0.7178,1.06166,Ni,0.840909213,0.046046128,0.937521228,0.078645497,1.008359204,0.075983414,0.0016745,0.34285491,468,408.5,0.6241475,0.61,weak
[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],7.13415,6.98216,7.13415,1.11033,833.479,0.603,0.543083,V,0.834481843,0.022418159,0.932236841,0.027526643,1.016523236,0.02909908,0.001820414,0.290602433,72,538,0.68644947,0.637032967,weak
[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[V],7.13593,6.99921,7.13593,1.11183,833.456,0.6038,0.543068,V,0.857690584,0.01336469,0.942414199,0.018042597,1.044677344,0.01493368,0.001869868,0.293807052,72,538.2,0.6861769,0.637032967,weak
unknown,7.21436,7.01374,7.21436,1.13183,1628.16,0.603,0.532766,V,0.844657884,0.015724589,0.937509786,0.023523073,1.016255177,0.024350679,0.001715973,0.332217091,136,533.6,0.527328,0.558461538,weak
[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,17.33084,7.53875,17.33084,0.507379,14908,0.8236,1.62325,Zr,0.777902178,0.018880744,0.875633662,0.028567084,0.941290989,0.042191231,0.001633888,0.293081439,416,359.6,0.8262527,0.88,none
[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])(c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-])c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43,19.21939,8.37152,19.13772,0.606164,14862.7,0.8248,1.36069,Hf,0.643458735,0.01616041,0.725955366,0.024897907,0.776374171,0.034051266,0.001329154,0.250058726,416,363.4,0.8657639,0.87,none
[Co].c1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccccc1)C=C3)[N]2,6.56429,5.06226,6.56429,1.15589,1310.53,0.4514,0.390522,Co,0.912899234,0.049149551,1.055285408,0.072178738,1.125553941,0.087574528,0.002126547,0.286954722,225,510.9,0.88703537,0.73,weak
[Co].n1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,4.88768,3.8223,4.88768,1.07248,1052.35,0.503,0.469006,Co,0.901236205,0.049000148,1.038390004,0.074008977,1.115864154,0.086027626,0.002146279,0.267298965,146,496.5,0.8030595,0.87,weak
